Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N_SOIL,P_SOIL,K_SOIL,TEMPERATURE,HUMIDITY,ph,RAINFALL,CROP_PRICE
Rice,1998,Kharif     ,Goa,41000.0,104249,2964.9,4050800.0,11890.0,2.54,84.0,50.0,44.0,25.48591986,81.40633547,5.935344406,182.6549356,20500.0
Rice,1998,Rabi       ,Goa,15439.0,46925,2964.9,1525373.2,4477.31,3.04,66.0,60.0,38.0,22.08576562,83.47038318,6.372576327,231.7364957,19500.0
Rice,1998,Rabi       ,Goa,15439.0,46925,2964.9,1525373.2,4477.31,3.04,82.0,43.0,38.0,23.28617173,81.43321641,5.105588355,242.3170629,22250.0
Rice,1998,Rabi       ,Goa,15439.0,46925,2964.9,1525373.2,4477.31,3.04,84.0,50.0,44.0,25.48591986,81.40633547,5.935344406,182.6549356,20500.0
Jute,1998,Kharif     ,West Bengal,612066.0,7373630,2152.5,60472120.8,177499.14,13.24705882,84.0,37.0,42.0,25.49674786,81.13449097,6.691074249,169.9288234,4200.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,67.0,45.0,38.0,22.72791041,82.1706881,7.300410836,260.8875056,5850.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,79.0,42.0,37.0,24.87300744,82.84022551,6.587918708,295.6094492,750.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,78.0,43.0,42.0,21.32376327,83.00320459,7.283736617,192.3197536,700.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,75.0,54.0,36.0,26.29465461,84.56919326,7.023936392,257.4914906,2000.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,97.0,36.0,45.0,22.2286982,81.85872947,6.939083505,278.0791793,3900.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,67.0,47.0,44.0,26.73072391,81.78596776,7.868474653,280.4044392,1800.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,73.0,35.0,38.0,24.88921174,81.97927117,5.005306977,185.9461429,4100.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,77.0,36.0,37.0,26.88444878,81.46033732,6.136131869,194.5766559,2400.0
Maize,1998,Kharif     ,Gujarat,408300.0,696000,775.6,40340040.0,118407.0,1.649411765,70.0,44.0,19.0,23.31689124,73.4541537,5.852607099,94.29712821,1450.0
Maize,1998,Kharif     ,Gujarat,408300.0,696000,775.6,40340040.0,118407.0,1.649411765,90.0,49.0,21.0,24.84016732,68.3584573,6.472523287,74.05474936,3700.0
Maize,1998,Kharif     ,Gujarat,408300.0,696000,775.6,40340040.0,118407.0,1.649411765,62.0,52.0,16.0,22.27526694,58.84015925,6.967057762,63.87020584,825.0
Maize,1998,Kharif     ,Gujarat,408300.0,696000,775.6,40340040.0,118407.0,1.649411765,92.0,44.0,16.0,18.87751445,65.76816093,6.082973754,94.76189431,1225.0
Maize,1998,Kharif     ,Gujarat,408300.0,696000,775.6,40340040.0,118407.0,1.649411765,66.0,54.0,21.0,25.19008683,60.2001687,5.919045532,72.12375573,1325.0
Maize,1998,Kharif     ,Gujarat,408300.0,696000,775.6,40340040.0,118407.0,1.649411765,76.0,44.0,17.0,20.41683147,62.5542482,5.855442401,65.27798457,6100.0
Maize,1998,Kharif     ,Gujarat,408300.0,696000,775.6,40340040.0,118407.0,1.649411765,67.0,60.0,25.0,24.92162194,66.78627406,5.750254943,109.2162279,3000.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,70.0,36.0,42.0,21.84106875,80.72886384,6.946209881,202.3838319,1600.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,76.0,47.0,42.0,20.08369642,83.29114712,5.739175027,263.6372176,1100.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,99.0,41.0,36.0,24.45802087,82.74835604,6.738652179,182.5616319,700.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,99.0,54.0,37.0,21.14347496,80.33502926,5.594819626,198.6730942,900.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,86.0,59.0,35.0,25.78720567,82.11124033,6.946636369,243.5120414,1100.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,69.0,46.0,41.0,23.64124821,80.28597873,5.012139669,263.1103304,4100.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,91.0,56.0,37.0,23.43191632,80.56887849,6.363472208,269.5039162,1450.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,61.0,52.0,41.0,24.97669518,83.891805,6.880431223,204.8001847,2200.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,75.0,38.0,39.0,23.44676801,84.79352417,6.215109715,283.9338466,2800.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,74.0,54.0,38.0,25.65553461,83.47021081,7.120272972,217.3788583,5500.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,91.0,36.0,45.0,24.44345477,82.45432595,5.950647577,267.9761948,1300.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,71.0,46.0,40.0,20.2801937,82.1235421,7.236705436,191.9535738,500.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,99.0,55.0,35.0,21.7238313,80.2389895,6.501697816,277.9626192,1000.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,72.0,40.0,38.0,20.41447029,82.20802629,7.592490617,245.1511304,1900.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,83.0,58.0,45.0,25.75528612,83.51827127,5.875345751,245.6626799,2000.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,93.0,58.0,38.0,20.61521424,83.77345559,6.932400225,279.5451717,4500.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,74.0,39.0,38.0,23.24113501,84.59201843,7.782051313,233.0453455,2500.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,79.0,43.0,39.0,21.66628296,80.70960551,7.062779015,210.8142087,2300.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,88.0,55.0,45.0,24.63544858,80.41363018,7.730367824,253.7202781,5000.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,60.0,36.0,43.0,23.43121862,83.06310136,5.286203711,219.9048349,6600.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,76.0,60.0,39.0,20.0454142,80.3477562,6.766240045,208.5810155,6200.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,93.0,56.0,42.0,23.85724032,82.22572988,7.382762603,195.0948311,1200.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,65.0,60.0,43.0,21.97199397,81.89918197,5.658169482,227.3637009,550.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,95.0,52.0,36.0,26.22916897,83.83625819,5.543360238,286.5083725,3200.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,63.0,44.0,41.0,24.17298839,83.7287574,5.583370042,257.0343554,850.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,62.0,42.0,36.0,22.78133816,82.06719137,6.430010215,248.7183228,1150.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,64.0,45.0,43.0,25.62980105,83.52842314,5.534878156,209.9001977,4400.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,83.0,60.0,36.0,25.59704938,80.14509262,6.903985986,200.834898,6400.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,82.0,40.0,40.0,23.83067496,84.81360127,6.271478838,298.5601175,2800.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,85.0,52.0,45.0,26.31355498,82.36698992,7.224285503,265.5355937,2370.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,91.0,35.0,38.0,24.8972823,80.52586088,6.13428721,183.6793207,2400.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,76.0,49.0,42.0,24.958779,84.47963372,5.206373153,196.9560008,4500.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,92.0,35.0,40.0,22.17931888,80.33127223,6.357389366,200.0882787,4100.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,85.0,37.0,39.0,24.52783742,82.73685569,6.364134968,224.6757231,1550.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,98.0,53.0,38.0,20.26707606,81.63895217,5.01450727,270.4417274,2900.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,88.0,54.0,44.0,25.7354293,83.88266234,6.149410611,233.1321372,2250.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,95.0,55.0,42.0,26.79533926,82.1480873,5.950660556,193.3473987,3600.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,99.0,57.0,35.0,26.75754171,81.17734011,5.960370061,272.2999056,950.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,95.0,39.0,36.0,23.86330467,83.15250801,5.561398642,285.2493645,650.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,60.0,43.0,44.0,21.01944696,82.95221726,7.416245107,298.4018471,650.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,83.0,41.0,43.0,21.0525355,82.67839517,6.254028451,233.1075816,2400.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,98.0,47.0,37.0,23.48381344,81.33265073,7.375482851,224.0581164,2800.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,66.0,53.0,41.0,25.0756354,80.52389148,7.778915154,257.0038865,6400.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,97.0,59.0,43.0,26.35927159,84.04403589,6.286500176,271.3586137,850.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,97.0,50.0,41.0,24.52922681,80.54498576,7.070959995,260.2634026,850.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,60.0,49.0,44.0,20.77576147,84.49774397,6.244841491,240.0810647,350.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,84.0,51.0,35.0,22.30157427,80.64416466,6.043304899,197.9791215,1050.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,73.0,57.0,41.0,21.44653958,84.94375962,5.824709117,272.2017204,1450.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,78.0,43.0,42.0,21.32376327,83.00320459,7.283736617,192.3197536,700.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,75.0,54.0,36.0,26.29465461,84.56919326,7.023936392,257.4914906,2000.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,97.0,36.0,45.0,22.2286982,81.85872947,6.939083505,278.0791793,3900.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,67.0,47.0,44.0,26.73072391,81.78596776,7.868474653,280.4044392,1800.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,73.0,35.0,38.0,24.88921174,81.97927117,5.005306977,185.9461429,4100.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,77.0,36.0,37.0,26.88444878,81.46033732,6.136131869,194.5766559,2400.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,81.0,41.0,38.0,22.67846116,83.72874389,7.524080076,200.9133156,2800.0
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,67.0,59.0,41.0,21.94766735,80.97384195,6.012632591,213.3560921,7000.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,99.0,41.0,36.0,24.45802087,82.74835604,6.738652179,182.5616319,700.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,99.0,54.0,37.0,21.14347496,80.33502926,5.594819626,198.6730942,900.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,86.0,59.0,35.0,25.78720567,82.11124033,6.946636369,243.5120414,1100.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,69.0,46.0,41.0,23.64124821,80.28597873,5.012139669,263.1103304,4100.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,91.0,56.0,37.0,23.43191632,80.56887849,6.363472208,269.5039162,1450.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,61.0,52.0,41.0,24.97669518,83.891805,6.880431223,204.8001847,2200.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,67.0,45.0,38.0,22.72791041,82.1706881,7.300410836,260.8875056,5850.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,79.0,42.0,37.0,24.87300744,82.84022551,6.587918708,295.6094492,750.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,91.0,36.0,45.0,24.44345477,82.45432595,5.950647577,267.9761948,1300.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,71.0,46.0,40.0,20.2801937,82.1235421,7.236705436,191.9535738,500.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,99.0,55.0,35.0,21.7238313,80.2389895,6.501697816,277.9626192,1000.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,72.0,40.0,38.0,20.41447029,82.20802629,7.592490617,245.1511304,1900.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,83.0,58.0,45.0,25.75528612,83.51827127,5.875345751,245.6626799,2000.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,93.0,58.0,38.0,20.61521424,83.77345559,6.932400225,279.5451717,4500.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,70.0,36.0,42.0,21.84106875,80.72886384,6.946209881,202.3838319,1600.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,76.0,47.0,42.0,20.08369642,83.29114712,5.739175027,263.6372176,1100.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,88.0,55.0,45.0,24.63544858,80.41363018,7.730367824,253.7202781,5000.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,60.0,36.0,43.0,23.43121862,83.06310136,5.286203711,219.9048349,6600.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,76.0,60.0,39.0,20.0454142,80.3477562,6.766240045,208.5810155,6200.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,93.0,56.0,42.0,23.85724032,82.22572988,7.382762603,195.0948311,1200.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,65.0,60.0,43.0,21.97199397,81.89918197,5.658169482,227.3637009,550.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,95.0,52.0,36.0,26.22916897,83.83625819,5.543360238,286.5083725,3200.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,75.0,38.0,39.0,23.44676801,84.79352417,6.215109715,283.9338466,2800.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,74.0,54.0,38.0,25.65553461,83.47021081,7.120272972,217.3788583,5500.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,64.0,45.0,43.0,25.62980105,83.52842314,5.534878156,209.9001977,4400.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,83.0,60.0,36.0,25.59704938,80.14509262,6.903985986,200.834898,6400.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,82.0,40.0,40.0,23.83067496,84.81360127,6.271478838,298.5601175,2800.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,85.0,52.0,45.0,26.31355498,82.36698992,7.224285503,265.5355937,2370.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,91.0,35.0,38.0,24.8972823,80.52586088,6.13428721,183.6793207,2400.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,76.0,49.0,42.0,24.958779,84.47963372,5.206373153,196.9560008,4500.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,74.0,39.0,38.0,23.24113501,84.59201843,7.782051313,233.0453455,2500.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,79.0,43.0,39.0,21.66628296,80.70960551,7.062779015,210.8142087,2300.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,98.0,53.0,38.0,20.26707606,81.63895217,5.01450727,270.4417274,2900.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,88.0,54.0,44.0,25.7354293,83.88266234,6.149410611,233.1321372,2250.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,95.0,55.0,42.0,26.79533926,82.1480873,5.950660556,193.3473987,3600.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,99.0,57.0,35.0,26.75754171,81.17734011,5.960370061,272.2999056,950.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,95.0,39.0,36.0,23.86330467,83.15250801,5.561398642,285.2493645,650.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,60.0,43.0,44.0,21.01944696,82.95221726,7.416245107,298.4018471,650.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,63.0,44.0,41.0,24.17298839,83.7287574,5.583370042,257.0343554,850.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,62.0,42.0,36.0,22.78133816,82.06719137,6.430010215,248.7183228,1150.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,66.0,53.0,41.0,25.0756354,80.52389148,7.778915154,257.0038865,6400.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,97.0,59.0,43.0,26.35927159,84.04403589,6.286500176,271.3586137,850.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,97.0,50.0,41.0,24.52922681,80.54498576,7.070959995,260.2634026,850.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,60.0,49.0,44.0,20.77576147,84.49774397,6.244841491,240.0810647,350.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,84.0,51.0,35.0,22.30157427,80.64416466,6.043304899,197.9791215,1050.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,73.0,57.0,41.0,21.44653958,84.94375962,5.824709117,272.2017204,1450.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,92.0,35.0,40.0,22.17931888,80.33127223,6.357389366,200.0882787,4100.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,85.0,37.0,39.0,24.52783742,82.73685569,6.364134968,224.6757231,1550.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,97.0,36.0,45.0,22.2286982,81.85872947,6.939083505,278.0791793,3900.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,67.0,47.0,44.0,26.73072391,81.78596776,7.868474653,280.4044392,1800.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,73.0,35.0,38.0,24.88921174,81.97927117,5.005306977,185.9461429,4100.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,77.0,36.0,37.0,26.88444878,81.46033732,6.136131869,194.5766559,2400.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,81.0,41.0,38.0,22.67846116,83.72874389,7.524080076,200.9133156,2800.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,67.0,59.0,41.0,21.94766735,80.97384195,6.012632591,213.3560921,7000.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,83.0,41.0,43.0,21.0525355,82.67839517,6.254028451,233.1075816,2400.0
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,98.0,47.0,37.0,23.48381344,81.33265073,7.375482851,224.0581164,2800.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,86.0,59.0,35.0,25.78720567,82.11124033,6.946636369,243.5120414,1100.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,69.0,46.0,41.0,23.64124821,80.28597873,5.012139669,263.1103304,4100.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,91.0,56.0,37.0,23.43191632,80.56887849,6.363472208,269.5039162,1450.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,61.0,52.0,41.0,24.97669518,83.891805,6.880431223,204.8001847,2200.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,67.0,45.0,38.0,22.72791041,82.1706881,7.300410836,260.8875056,5850.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,79.0,42.0,37.0,24.87300744,82.84022551,6.587918708,295.6094492,750.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,78.0,43.0,42.0,21.32376327,83.00320459,7.283736617,192.3197536,700.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,75.0,54.0,36.0,26.29465461,84.56919326,7.023936392,257.4914906,2000.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,99.0,55.0,35.0,21.7238313,80.2389895,6.501697816,277.9626192,1000.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,72.0,40.0,38.0,20.41447029,82.20802629,7.592490617,245.1511304,1900.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,83.0,58.0,45.0,25.75528612,83.51827127,5.875345751,245.6626799,2000.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,93.0,58.0,38.0,20.61521424,83.77345559,6.932400225,279.5451717,4500.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,70.0,36.0,42.0,21.84106875,80.72886384,6.946209881,202.3838319,1600.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,76.0,47.0,42.0,20.08369642,83.29114712,5.739175027,263.6372176,1100.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,99.0,41.0,36.0,24.45802087,82.74835604,6.738652179,182.5616319,700.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,99.0,54.0,37.0,21.14347496,80.33502926,5.594819626,198.6730942,900.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,76.0,60.0,39.0,20.0454142,80.3477562,6.766240045,208.5810155,6200.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,93.0,56.0,42.0,23.85724032,82.22572988,7.382762603,195.0948311,1200.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,65.0,60.0,43.0,21.97199397,81.89918197,5.658169482,227.3637009,550.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,95.0,52.0,36.0,26.22916897,83.83625819,5.543360238,286.5083725,3200.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,75.0,38.0,39.0,23.44676801,84.79352417,6.215109715,283.9338466,2800.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,74.0,54.0,38.0,25.65553461,83.47021081,7.120272972,217.3788583,5500.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,91.0,36.0,45.0,24.44345477,82.45432595,5.950647577,267.9761948,1300.0
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,71.0,46.0,40.0,20.2801937,82.1235421,7.236705436,191.9535738,500.0
